,county,HOR,state,Lat,Long,Lng
2745,Terry,69.9, TX,33.0909654,,-102.3463875
2746,Throckmorton,73.0, TX,33.1787153,,-99.17757560000001
2747,Titus,67.1, TX,33.2493126,,-94.976654
2748,Tom Green,63.1, TX,31.3839017,,-100.439656
2749,Travis,52.3, TX,31.1354588,,-97.0027678
2750,Trinity,77.8, TX,30.94518619999999,,-95.375496
2751,Tyler,84.3, TX,32.3512601,,-95.30106239999999
2752,Upshur,77.0, TX,32.7099747,,-94.976654
2753,Upton,72.9, TX,31.33848429999999,,-101.9804613
2754,Uvalde,72.9, TX,29.20968359999999,,-99.7861679
2755,Val Verde,63.2, TX,29.8687682,,-101.1617356
2756,Van Zandt,77.1, TX,32.4936974,,-95.81428849999999
2757,Victoria,65.6, TX,28.8052674,,-97.0035982
2758,Walker,52.8, TX,30.6815394,,-95.6457951
2759,Waller,68.6, TX,30.0566085,,-95.9268986
2760,Ward,70.0, TX,31.5395559,,-103.1279039
2761,Washington,77.0, TX,30.2352956,,-96.365157
2762,Webb,63.0, TX,27.8174487,,-99.0128926
2763,Wharton,67.5, TX,29.3116366,,-96.1027371
2764,Wheeler,63.9, TX,35.4453257,,-100.2709552
2765,Wichita,61.3, TX,33.9309651,,-98.7481167
2766,Wilbarger,64.8, TX,34.0688089,,-99.2785583
2767,Willacy,77.8, TX,26.4948223,,-97.69822719999999
2768,Williamson,68.9, TX,30.7591685,,-97.69822719999999
2769,Wilson,83.5, TX,33.31703520000001,,-101.7240454
2770,Winkler,78.2, TX,31.76846,,-103.0817903
2771,Wise,76.7, TX,33.2895861,,-97.69822719999999
2772,Wood,80.4, TX,32.8296216,,-95.35208759999999
2773,Yoakum,77.5, TX,29.2877469,,-97.15193099999999
2774,Young,78.3, TX,33.2200087,,-98.7481167
2775,Zapata,72.3, TX,26.9072605,,-99.27142549999999
2776,Zavala,69.3, TX,28.8801264,,-99.72326729999999
2777,Beaver,71.0, UT,38.2769149,,-112.6410518
2778,Box Elder,76.2, UT,41.5380087,,-113.1918021
2779,Cache,63.1, UT,41.7560026,,-111.7614661
2780,Carbon,72.8, UT,39.6479807,,-110.6168921
2781,Daggett,93.5, UT,40.9053845,,-109.5211063
2782,Davis,77.3, UT,40.9628845,,-112.0953297
2783,Duchesne,74.3, UT,40.1632913,,-110.4029329
2784,Emery,79.9, UT,38.9230307,,-111.2487809
2785,Garfield,80.0, UT,37.8400344,,-111.2845025
2786,Grand,70.0, UT,39.0086287,,-109.5613343
2787,Iron,64.4, UT,37.7854715,,-113.1918021
2788,Juab,80.8, UT,39.7108104,,-112.7152125
2789,Kane,81.0, UT,37.293251,,-112.4291464
2790,Millard,78.6, UT,39.0611744,,-113.1918021
2791,Morgan,84.5, UT,41.03605599999999,,-111.6768769
2792,Piute,88.2, UT,38.3997408,,-112.1430215
2793,Rich,76.7, UT,41.5629707,,-111.1891151
2794,Salt Lake,66.5, UT,40.7607793,,-111.8910474
2795,San Juan,80.5, UT,37.4634157,,-109.7591675
2796,Sanpete,74.0, UT,39.3090085,,-111.5706786
2797,Sevier,76.7, UT,38.7333524,,-111.6660725
2798,Summit,73.7, UT,37.801087,,-112.9363354
2799,Tooele,79.2, UT,40.53077760000001,,-112.29828
2800,Uintah,76.3, UT,41.1441104,,-111.9232738
2801,Utah,67.3, UT,39.3209801,,-111.0937311
2802,Wasatch,69.8, UT,40.3629418,,-110.9983515
2803,Washington,70.1, UT,37.1305373,,-113.5082867
2804,Wayne,76.6, UT,38.3337024,,-110.8076084
2805,Weber,71.8, UT,41.2602635,,-111.9522491
2806,Addison,72.4, VT,44.0886671,,-73.30262200000001
2807,Bennington,72.9, VT,42.8781345,,-73.1967741
2808,Caledonia,73.2, VT,44.55051,,-72.04819069999999
2809,Chittenden,63.1, VT,43.7271064,,-72.9428417
2810,Essex,79.0, VT,44.4905054,,-73.1112433
2811,Franklin,74.3, VT,44.9812585,,-72.91655469999999
2812,Grand Isle,80.0, VT,44.72254359999999,,-73.2923538
2813,Lamoille,71.4, VT,44.64334179999999,,-72.6314026
2814,Orange,80.7, VT,44.148376,,-72.4030806
2815,Orleans,77.8, VT,44.8113194,,-72.2025287
2816,Rutland,72.1, VT,43.6106237,,-72.9726065
2817,Washington,71.6, VT,44.105619,,-72.43260099999999
2818,Windham,67.7, VT,43.1734338,,-72.7234481
2819,Windsor,71.7, VT,43.4799996,,-72.3865679
2820,Accomack,70.0, VA,37.7063323,,-75.8069082
2821,Albemarle,63.6, VA,38.0567092,,-78.6114999
2822,Alleghany,76.1, VA,37.8531975,,-80.0534923
2823,Amelia,83.6, VA,37.3212714,,-77.973865
2824,Amherst,76.9, VA,37.5851412,,-79.0514134
2825,Appomattox,81.0, VA,37.3570894,,-78.8252911
2826,Arlington,44.5, VA,38.8799697,,-77.1067698
2827,Augusta,79.1, VA,33.4653992,,-82.0261324
2828,Bath,73.9, VA,42.3437845,,-77.34751779999999
2829,Bedford,81.4, VA,37.3343079,,-79.52308769999999
2830,Bland,82.6, VA,37.1021861,,-81.116215
2831,Botetourt,85.2, VA,37.5774613,,-79.7848422
2832,Brunswick,73.9, VA,36.7570589,,-77.8367282
2833,Buchanan,78.9, VA,37.5273566,,-79.67976139999999
2834,Buckingham,75.3, VA,37.50700800000001,,-78.5660852
2835,Campbell,75.0, VA,37.221014,,-79.1096901
2836,Caroline,80.1, VA,38.0445557,,-77.2864879
2837,Carroll,78.0, VA,36.6778699,,-80.7214417
2838,Charles City,83.3, VA,37.34389060000001,,-77.071268
2839,Charlotte,71.2, VA,35.2838304,,-80.7315515
2840,Chesterfield,75.3, VA,37.3770935,,-77.5049863
2841,Clarke,75.0, VA,39.15165830000001,,-77.973865
2842,Craig,74.0, VA,37.44658950000001,,-80.23213129999999
2843,Culpeper,72.9, VA,38.4729632,,-77.9962512
2844,Cumberland,72.3, VA,37.4963918,,-78.24486639999999
2845,Dickenson,76.0, VA,37.0929465,,-82.34518899999999
2846,Dinwiddie,77.1, VA,37.0774889,,-77.5857056
2847,Essex,70.5, VA,37.9671684,,-76.964306
2848,Fairfax,67.8, VA,38.84622359999999,,-77.30637329999999
2849,Fauquier,78.4, VA,38.7208787,,-77.79097759999999
2850,Floyd,80.8, VA,36.9112443,,-80.3200502
2851,Fluvanna,80.8, VA,37.8532863,,-78.24761459999999
2852,Franklin,79.3, VA,36.6776507,,-76.9224608
2853,Frederick,77.5, VA,39.2096441,,-78.2601024
2854,Giles,74.8, VA,37.3132885,,-80.6770787
2855,Gloucester,77.2, VA,37.4128281,,-76.5025742
2856,Goochland,87.0, VA,37.6841421,,-77.885374
2857,Grayson,78.7, VA,36.6721195,,-81.20781640000001
2858,Greene,80.6, VA,38.3120359,,-78.4524591
2859,Greensville,75.5, VA,36.60568860000001,,-77.6077865
2860,Halifax,72.6, VA,36.7659709,,-78.92834409999999
2861,Hanover,81.3, VA,37.7665686,,-77.37024439999999
2862,Henrico,62.9, VA,37.5059332,,-77.3324425
2863,Henry,73.2, VA,36.6588867,,-79.96403389999999
2864,Highland,85.5, VA,38.3999743,,-79.60528839999999
2865,Isle of Wight,77.3, VA,36.9288915,,-76.6874701
2866,James City,74.3, VA,37.3002132,,-76.8028933
2867,King and Queen,78.7, VA,37.7298568,,-76.8951551
2868,King George,75.6, VA,38.2664512,,-77.18078419999999
2869,King William,86.1, VA,37.6871635,,-77.01368389999999
2870,Lancaster,73.2, VA,37.7475945,,-76.5025742
2871,Lee,71.9, VA,36.7075931,,-83.03613759999999
2872,Loudoun,77.9, VA,39.076767,,-77.6536125
2873,Louisa,79.7, VA,38.0251394,,-78.00416489999999
2874,Lunenburg,72.0, VA,36.92614349999999,,-78.24761459999999
2875,Madison,73.4, VA,38.3804062,,-78.25750350000001
2876,Mathews,86.2, VA,37.3912302,,-76.317414
2877,Mecklenburg,72.2, VA,36.6421724,,-78.3842227
2878,Middlesex,80.9, VA,37.6040106,,-76.5257007
2879,Montgomery,54.9, VA,37.2070304,,-80.4103957
2880,Nelson,71.8, VA,37.7478599,,-78.8835548
2881,New Kent,81.8, VA,37.4653757,,-76.964306
2882,Northampton,64.6, VA,37.226762,,-75.9927652
2883,Northumberland,85.2, VA,37.9035732,,-76.4100267
2884,Nottoway,58.9, VA,37.1148487,,-78.0195387
2885,Orange,77.3, VA,38.2454106,,-78.1108342
2886,Page,68.9, VA,38.63013309999999,,-78.52065
2887,Patrick,77.0, VA,36.6886252,,-80.32131059999999
2888,Pittsylvania,75.2, VA,36.7440186,,-79.4703885
2889,Powhatan,89.8, VA,37.5415273,,-77.91882389999999
2890,Prince Edward,64.9, VA,37.1982888,,-78.4297187
2891,Prince George,68.2, VA,37.1593052,,-77.2405153
2892,Prince William,72.5, VA,38.7838939,,-77.6077865
2893,Pulaski,72.8, VA,37.0478982,,-80.7797935
2894,Rappahannock,75.2, VA,38.6762327,,-78.1564432
2895,Richmond,71.9, VA,37.5407246,,-77.4360481
2896,Roanoke,74.8, VA,37.2709704,,-79.9414266
2897,Rockbridge,76.9, VA,37.8062214,,-79.5153773
2898,Rockingham,73.3, VA,38.5825919,,-78.8835548
2899,Russell,77.9, VA,36.9904385,,-82.08429009999999
2900,Scott,77.2, VA,36.6815794,,-82.605118
2901,Shenandoah,69.7, VA,38.4851245,,-78.625016
2902,Smyth,70.3, VA,36.8687921,,-81.5596427
2903,Southampton,71.6, VA,36.6788512,,-77.10249019999999
2904,Spotsylvania,77.4, VA,38.204165,,-77.6077865
2905,Stafford,75.8, VA,38.4220687,,-77.4083086
2906,Surry,76.1, VA,37.1379265,,-76.8352384
2907,Sussex,70.7, VA,36.9058167,,-77.2405153
2908,Tazewell,76.8, VA,37.11483740000001,,-81.5195548
2909,Warren,76.7, VA,38.9331749,,-78.24761459999999
2910,Washington,75.6, VA,38.7134301,,-78.1590813
2911,Westmoreland,76.8, VA,38.112732,,-76.7798172
2912,Wise,69.2, VA,36.9759345,,-82.5757108
2913,Wythe,76.0, VA,36.9484414,,-81.0848477
2914,York,72.1, VA,37.2103925,,-76.3868797
2915,Alexandria city,43.1, VA,38.8048355,,-77.0469214
2916,Bristol city,58.9, VA,36.595142,,-82.1887368
2917,Buena Vista city,62.3, VA,37.7343004,,-79.35392379999999
2918,Charlottesville city,44.1, VA,38.0293059,,-78.47667810000002
2919,Chesapeake city,70.9, VA,36.7682088,,-76.2874927
2920,Colonial Heights city,63.0, VA,37.244039,,-77.4102607
2921,Covington city,75.2, VA,37.7934585,,-79.99394629999999
2922,Danville city,53.2, VA,36.5859718,,-79.39502279999999
2923,Emporia city,42.6, VA,36.6859829,,-77.5424809
2924,Fairfax city,70.0, VA,38.84622359999999,,-77.30637329999999
2925,Falls Church city,59.9, VA,38.88233400000001,,-77.1710914
2926,Franklin city,49.7, VA,36.6776507,,-76.9224608
2927,Fredericksburg city,36.0, VA,38.3031837,,-77.4605399
2928,Galax city,59.0, VA,36.6612387,,-80.9239671
2929,Hampton city,56.9, VA,37.0298687,,-76.34522179999999
2930,Harrisonburg city,38.3, VA,38.4495688,,-78.8689155
2931,Hopewell city,51.0, VA,37.3043154,,-77.28720009999999
2932,Lexington city,59.3, VA,37.78402080000001,,-79.4428157
2933,Lynchburg city,49.7, VA,37.4137536,,-79.14224639999999
2934,Manassas city,63.6, VA,38.7509488,,-77.47526669999999
2935,Manassas Park city,67.5, VA,38.7840035,,-77.4697111
2936,Martinsville city,55.1, VA,36.6915262,,-79.8725386
2937,Newport News city,50.0, VA,37.0870821,,-76.4730122
2938,Norfolk city,43.4, VA,36.8507689,,-76.28587259999999
2939,Norton city,48.6, VA,36.933433,,-82.6290459
2940,Petersburg city,41.7, VA,37.2279279,,-77.40192669999999
2941,Poquoson city,79.8, VA,37.1223664,,-76.3457773
2942,Portsmouth city,54.4, VA,36.8354258,,-76.2982742
2943,Radford city,46.5, VA,37.13179239999999,,-80.5764477
2944,Richmond city,41.7, VA,37.5407246,,-77.4360481
2945,Roanoke city,51.9, VA,37.2709704,,-79.9414266
2946,Salem city,65.5, VA,37.2934681,,-80.05476259999999
2947,Staunton city,57.5, VA,38.149576,,-79.0716958
2948,Suffolk city,69.2, VA,36.7282054,,-76.5835621
2949,Virginia Beach city,63.8, VA,36.8529263,,-75.97798499999999
2950,Waynesboro city,58.9, VA,38.0684692,,-78.8894682
2951,Williamsburg city,47.3, VA,37.2707022,,-76.7074571
2952,Winchester city,45.6, VA,39.1856597,,-78.1633341
2953,Adams,64.3, WA,46.9272238,,-118.51098
2954,Asotin,70.7, WA,46.3393265,,-117.0482116
2955,Benton,68.1, WA,46.3166362,,-119.5021582
2956,Chelan,65.8, WA,47.8408323,,-120.0168079
2957,Clallam,69.6, WA,48.0405122,,-124.016766
2958,Clark,65.8, WA,45.7466471,,-122.5194378
2959,Columbia,71.0, WA,46.2775138,,-117.814262
2960,Cowlitz,66.3, WA,46.1746472,,-122.7746902
2961,Douglas,70.3, WA,47.7790617,,-119.7474606
2962,Ferry,70.4, WA,48.5067623,,-122.6783634
2963,Franklin,69.0, WA,47.3009348,,-121.9528898
2964,Garfield,69.0, WA,47.0079487,,-117.1410073
2965,Grant,62.0, WA,47.1981147,,-119.3732456
2966,Grays Harbor,66.1, WA,46.9953526,,-123.7012468
2967,Island,68.1, WA,48.19765,,-122.579457
2968,Jefferson,73.4, WA,47.7424541,,-123.3040062
2969,King,57.4, WA,47.5480339,,-121.9836029
2970,Kitsap,66.8, WA,47.6476607,,-122.6412583
2971,Kittitas,57.6, WA,46.98318219999999,,-120.4170102
2972,Klickitat,67.6, WA,45.81706680000001,,-121.1525716
2973,Lewis,68.8, WA,46.6195461,,-122.4554639
2974,Lincoln,79.0, WA,47.8290456,,-118.414992
2975,Mason,77.2, WA,47.4251146,,-123.1951376
2976,Okanogan,67.4, WA,48.361262,,-119.5833869
2977,Pacific,76.3, WA,47.2645452,,-122.2501201
2978,Pend Oreille,77.8, WA,48.43590649999999,,-117.3173375
2979,Pierce,61.2, WA,47.0675877,,-122.1295269
2980,San Juan,74.1, WA,48.61180350000001,,-122.9602621
2981,Skagit,67.8, WA,48.4241961,,-121.7114362
2982,Skamania,69.3, WA,45.9428524,,-121.8962257
2983,Snohomish,66.6, WA,47.91287560000001,,-122.0981847
2984,Spokane,62.4, WA,47.6587802,,-117.4260465
2985,Stevens,77.1, WA,48.4558249,,-117.9059909
2986,Thurston,63.9, WA,46.8645747,,-122.7695986
2987,Wahkiakum,81.0, WA,46.3259463,,-123.4945592
2988,Walla Walla,64.5, WA,46.0645809,,-118.3430208
2989,Whatcom,61.8, WA,48.8787167,,-121.9718658
2990,Whitman,44.5, WA,46.8363403,,-117.5887295
2991,Yakima,62.7, WA,46.6020711,,-120.5058987
2992,Barbour,71.6, WV,39.1398692,,-80.0087746
2993,Berkeley,73.8, WV,39.4885604,,-78.0651931
2994,Boone,76.9, WV,37.9838605,,-81.73494199999999
2995,Braxton,77.6, WV,38.7023371,,-80.7214417
2996,Brooke,74.7, WV,40.2697757,,-80.5660657
2997,Cabell,60.9, WV,38.43919270000001,,-82.25832969999999
2998,Calhoun,83.9, WV,38.857973,,-81.1196075
2999,Clay,81.4, WV,38.4603788,,-81.0851086
3000,Doddridge,84.0, WV,39.2367791,,-80.6770787
3001,Fayette,78.5, WV,38.0615913,,-81.0754657
3002,Gilmer,74.3, WV,38.9203312,,-80.8543847
3003,Grant,79.7, WV,39.1042079,,-79.1548533
3004,Greenbrier,72.6, WV,38.0198478,,-80.54384499999999
3005,Hampshire,64.5, WV,39.3349019,,-78.5660852
3006,Hancock,71.7, WV,40.5123559,,-80.5660657
3007,Hardy,72.8, WV,39.0416116,,-78.9288242
3008,Harrison,74.5, WV,39.33481260000001,,-80.365865
3009,Jackson,77.5, WV,38.8139943,,-81.64734399999999
3010,Jefferson,74.1, WV,38.3753721,,-81.7804057
3011,Kanawha,69.1, WV,38.2556905,,-81.42789839999999
3012,Lewis,70.4, WV,39.0196167,,-80.54384499999999
3013,Lincoln,77.3, WV,38.1761009,,-82.08429009999999
3014,Logan,74.0, WV,37.8487147,,-81.9934581
3015,McDowell,79.4, WV,37.3860467,,-81.64734399999999
3016,Marion,75.2, WV,39.5288627,,-80.23213129999999
3017,Marshall,78.2, WV,39.8926818,,-80.6770787
3018,Mason,77.5, WV,39.021745,,-82.0290296
3019,Mercer,71.8, WV,37.4322638,,-81.1196075
3020,Mineral,66.8, WV,39.4068988,,-78.8835548
3021,Mingo,73.8, WV,37.76078010000001,,-82.1713632
3022,Monongalia,57.7, WV,39.6695849,,-79.96403389999999
3023,Monroe,80.3, WV,37.5601958,,-80.5882803
3024,Morgan,81.1, WV,39.5073361,,-78.24761459999999
3025,Nicholas,79.4, WV,38.3307714,,-80.7657804
3026,Ohio,69.4, WV,40.1111311,,-80.610489
3027,Pendleton,79.8, WV,38.74517669999999,,-79.29021329999999
3028,Pleasants,81.6, WV,39.3761707,,-81.1416691
3029,Pocahontas,81.7, WV,38.3101706,,-80.0087746
3030,Preston,81.8, WV,39.5641007,,-79.6951103
3031,Putnam,81.3, WV,38.4991939,,-81.909826
3032,Raleigh,73.2, WV,37.7381597,,-81.2518833
3033,Randolph,72.3, WV,38.8092552,,-80.0087746
3034,Ritchie,78.6, WV,39.1822303,,-81.0312989
3035,Roane,79.4, WV,38.7564882,,-81.42789839999999
3036,Summers,74.0, WV,37.5812062,,-80.8543847
3037,Taylor,78.6, WV,39.3417635,,-79.96403389999999
3038,Tucker,80.9, WV,39.1083806,,-79.6502105
3039,Tyler,77.6, WV,39.4977025,,-80.8543847
3040,Upshur,74.5, WV,38.8696797,,-80.23213129999999
3041,Wayne,74.7, WV,38.2214748,,-82.4423747
3042,Webster,71.4, WV,38.5070383,,-80.365865
3043,Wetzel,78.9, WV,39.5655978,,-80.6770787
3044,Wirt,83.4, WV,39.04360930000001,,-81.38393260000001
3045,Wood,71.1, WV,39.2154345,,-81.47183869999999
3046,Wyoming,81.5, WV,37.6339466,,-81.5596427
3047,Adams,84.7, WI,43.95608199999999,,-89.81818179999999
3048,Ashland,68.5, WI,46.5924428,,-90.8837982
3049,Barron,74.5, WI,45.4013471,,-91.8490626
3050,Bayfield,83.5, WI,46.8107671,,-90.81824
3051,Brown,65.1, WI,44.45616740000001,,-87.9334803
3052,Buffalo,75.3, WI,44.3102354,,-91.7538817
3053,Burnett,80.8, WI,43.504715,,-88.707049
3054,Calumet,80.8, WI,44.1586082,,-88.24611829999999
3055,Chippewa,72.2, WI,44.9369054,,-91.39293479999999
3056,Clark,77.8, WI,44.8480735,,-90.7532809
3057,Columbia,73.9, WI,43.40466319999999,,-89.3226954
3058,Crawford,76.1, WI,43.2491547,,-90.8294002
3059,Dane,58.3, WI,43.2505472,,-89.5015088
3060,Dodge,70.4, WI,44.1321852,,-91.5520942
3061,Door,78.3, WI,44.8341302,,-87.3770488
3062,Douglas,67.2, WI,46.3490012,,-91.75768889999999
3063,Dunn,68.5, WI,42.959047,,-89.3037147
3064,Eau Claire,62.9, WI,44.811349,,-91.4984941
3065,Florence,86.5, WI,45.9224168,,-88.2520047
3066,Fond du Lac,71.2, WI,43.7730448,,-88.4470508
3067,Forest,74.9, WI,45.1366302,,-92.2596325
3068,Grant,69.2, WI,42.9397015,,-90.6773046
3069,Green,73.7, WI,42.6287336,,-89.62516459999999
3070,Green Lake,74.2, WI,43.84414810000001,,-88.96011329999999
3071,Iowa,74.2, WI,42.9416737,,-90.0746767
3072,Iron,76.2, WI,46.2855114,,-90.2347734
3073,Jackson,74.5, WI,43.3238919,,-88.1667599
3074,Jefferson,69.7, WI,43.0055594,,-88.8073273
3075,Juneau,77.0, WI,43.4055504,,-88.7051037
3076,Kenosha,65.6, WI,42.5847425,,-87.82118539999999
3077,Kewaunee,78.2, WI,44.4583321,,-87.50313969999999
3078,La Crosse,63.8, WI,43.8137751,,-91.25190169999999
3079,Lafayette,75.7, WI,44.89961390000001,,-91.26984750000001
3080,Langlade,76.7, WI,45.220083,,-89.01021329999999
3081,Lincoln,77.5, WI,44.6180518,,-87.6420375
3082,Manitowoc,75.0, WI,44.0886059,,-87.657584
3083,Marathon,72.8, WI,44.9064657,,-89.7942892
3084,Marinette,74.4, WI,45.0999849,,-87.6306623
3085,Marquette,80.9, WI,43.74748049999999,,-89.13872649999999
3086,Menominee,66.3, WI,44.8857671,,-88.6507943
3087,Milwaukee,49.7, WI,43.0389025,,-87.9064736
3088,Monroe,69.9, WI,42.60111939999999,,-89.6384532
3089,Oconto,83.3, WI,44.8872124,,-87.8645473
3090,Oneida,83.7, WI,44.4799393,,-88.22664340000001
3091,Outagamie,70.5, WI,44.4636545,,-88.4016041
3092,Ozaukee,75.2, WI,43.3819496,,-87.6186379
3093,Pepin,81.2, WI,44.4410785,,-92.14795
3094,Pierce,72.8, WI,44.7508921,,-92.38136209999999
3095,Polk,78.4, WI,43.3252703,,-88.21690269999999
3096,Portage,68.6, WI,43.5391486,,-89.46262019999999
3097,Price,78.2, WI,45.7511666,,-90.4622144
3098,Racine,69.0, WI,42.7261309,,-87.78285230000002
3099,Richland,74.2, WI,43.3347053,,-90.3867928
3100,Rock,68.7, WI,42.6251506,,-89.0179332
3101,Rusk,77.5, WI,45.51936490000001,,-91.1563029
3102,St. Croix,75.7, WI,45.0497844,,-92.3875695
3103,Sauk,68.7, WI,43.4066375,,-89.9253233
3104,Sawyer,73.0, WI,45.8220169,,-91.16858859999999
3105,Shawano,76.3, WI,44.7822064,,-88.60899169999999
3106,Sheboygan,69.6, WI,43.7508284,,-87.71453
3107,Taylor,76.8, WI,44.3210709,,-91.1198757
3108,Trempealeau,72.1, WI,44.0055185,,-91.4420883
3109,Vernon,77.2, WI,42.9036248,,-88.2523142
3110,Vilas,76.5, WI,45.9787939,,-89.45591619999999
3111,Walworth,68.4, WI,42.5311279,,-88.5995456
3112,Washburn,78.4, WI,46.6732722,,-90.8949075
3113,Washington,77.5, WI,45.3948295,,-86.9313007
3114,Waukesha,76.3, WI,43.0116784,,-88.2314813
3115,Waupaca,73.6, WI,44.3580348,,-89.0859464
3116,Waushara,81.5, WI,44.1313128,,-89.20867729999999
3117,Winnebago,64.5, WI,44.0126679,,-88.7108964
3118,Wood,72.9, WI,44.4558115,,-90.1682271
3119,Albany,49.6, WY,41.1841402,,-106.1319565
3120,Big Horn,72.6, WY,44.6811687,,-106.9920851
3121,Campbell,71.5, WY,44.3956107,,-105.4489183
3122,Carbon,70.7, WY,41.6032207,,-106.912251
3123,Converse,73.2, WY,43.0489425,,-105.4068079
3124,Crook,79.3, WY,44.4975617,,-104.6915298
3125,Fremont,70.5, WY,43.0119968,,-108.6175626
3126,Goshen,76.0, WY,42.0334428,,-104.3791912
3127,Hot Springs,76.9, WY,43.658734,,-108.326784
3128,Johnson,71.9, WY,43.9557212,,-106.4272801
3129,Laramie,69.3, WY,41.3113669,,-105.5911007
3130,Lincoln,78.4, WY,42.0703294,,-110.5215459
3131,Natrona,66.6, WY,42.8313837,,-106.912251
3132,Niobrara,71.6, WY,43.0212373,,-104.4723301
3133,Park,72.3, WY,44.6782103,,-109.4579855
3134,Platte,76.4, WY,42.0505555,,-104.8454619
3135,Sheridan,68.6, WY,44.7971939,,-106.9561791
3136,Sublette,75.7, WY,42.8138723,,-109.7591675
3137,Sweetwater,73.8, WY,41.8519395,,-109.1880047
3138,Teton,58.5, WY,43.853632,,-110.6314491
3139,Uinta,72.1, WY,41.2107397,,-110.6168921
3140,Washakie,76.1, WY,43.006346,,-108.882346
3141,Weston,76.6, WY,44.636927,,-105.3361045
